sid,line,group,refkey,refurl,Type,LocalizationSID,Weight,Cost,Rarity,AnomalyElementType,ArtifactType,ArchiartifactType,MaxStackCount,ItemGridWidth,ItemGridHeight,IsQuestItem,IsQuestItemPrototype,RequireWeight,IgnoreEquippedWeight,Invisible,InvisibleInPlayerInventory,DestroyOnPickup,DropOnPickup,DetectorRequired,Strafe,ArtifactSpawn,LifeTime,LifeTimeDependant,Persistent,Radius,JumpAmount,JumpDistance,JumpDelay,JumpSeriesDelay,JumpHeight,JumpForce,JumpSpeedCoef,PlayerDistance,ReturnDistanceValue,StateTransitionDelay,DisableCollisionWhenHide,DamageToStaminaCoefficient,DamageToWeightCoefficient,MinWeight,MaxWeight,WeightDecreaseDelay,WeightDecreaseRate,WeightDecreaseAmount,MinimalDrunkenness,EffectsDuration,MaxCharge,ChargeThreshold,ChargingSpeed,bUseCharge,LandingForce
FArtifactResin,20953,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.5,12000.0,EArtifactRarity::Common,EAnomalyElementType::Fire,EArtifactType::Fire,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
FArtifactResin_Fake,21043,fake,FArtifactResin,,EItemType::Artifact,FArtifactResin,0.5,12000.0,EArtifactRarity::Common,EAnomalyElementType::Fire,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactSpring,21134,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.45,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactSpring_Fake,21223,fake,GArtifactSpring,,EItemType::Artifact,GArtifactSpring,0.45,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactPellicle,21313,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.35,20000.0,EArtifactRarity::Rare,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactPellicle_Fake,21401,fake,CArtifactPellicle,,EItemType::Artifact,CArtifactPellicle,0.35,20000.0,EArtifactRarity::Rare,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactChunkMeat,21490,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.45,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactChunkMeat_Fake,21578,fake,CArtifactChunkMeat,,EItemType::Artifact,CArtifactChunkMeat,0.45,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactGravy,21667,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.65,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactGravy_Fake,21756,fake,GArtifactGravy,,EItemType::Artifact,GArtifactGravy,0.65,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
FArtifactDrops,21846,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.45,12000.0,EArtifactRarity::Common,EAnomalyElementType::Fire,EArtifactType::Fire,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
FArtifactDrops_Fake,21934,fake,FArtifactDrops,,EItemType::Artifact,FArtifactDrops,0.45,12000.0,EArtifactRarity::Common,EAnomalyElementType::Fire,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
FArtifactEye,22023,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Fire,EArtifactType::Fire,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
FArtifactEye_Fake,22110,fake,FArtifactEye,,EItemType::Artifact,FArtifactEye,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Fire,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactBun,22198,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.45,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactBun_Fake,22286,fake,CArtifactBun,,EItemType::Artifact,CArtifactBun,0.45,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactThorn,22375,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.35,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactThorn_Fake,22460,fake,CArtifactThorn,,EItemType::Artifact,CArtifactThorn,0.35,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactWrenched,22546,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactWrenched_Fake,22633,fake,GArtifactWrenched,,EItemType::Artifact,GArtifactWrenched,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactBloodStone,22721,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.55,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactBloodStone_Fake,22810,fake,GArtifactBloodStone,,EItemType::Artifact,GArtifactBloodStone,0.55,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactGraphiteBlock,22900,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.6,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactGraphiteBlock_Fake,22991,fake,GArtifactGraphiteBlock,,EItemType::Artifact,GArtifactGraphiteBlock,0.6,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactSplitStone,23083,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.6,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactSplitStone_Fake,23171,fake,GArtifactSplitStone,,EItemType::Artifact,GArtifactSplitStone,0.6,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactTrunk,23260,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactTrunk_Fake,23350,fake,GArtifactTrunk,,EItemType::Artifact,GArtifactTrunk,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactRubiksCube,23441,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.5,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactRubiksCube_Fake,23529,fake,GArtifactRubiksCube,,EItemType::Artifact,GArtifactRubiksCube,0.5,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactSponge,23618,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactSponge_Fake,23709,fake,GArtifactSponge,,EItemType::Artifact,GArtifactSponge,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactHedgehog,23801,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactHedgehog_Fake,23890,fake,GArtifactHedgehog,,EItemType::Artifact,GArtifactHedgehog,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactBud,23980,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactBud_Fake,24071,fake,GArtifactBud,,EItemType::Artifact,GArtifactBud,0.4,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactPlane,24163,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactPlane_Fake,24254,fake,GArtifactPlane,,EItemType::Artifact,GArtifactPlane,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactMica,24346,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactMica_Fake,24431,fake,CArtifactMica,,EItemType::Artifact,CArtifactMica,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactBubble,24517,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactBubble_Fake,24602,fake,CArtifactBubble,,EItemType::Artifact,CArtifactBubble,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactSlime,24688,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.65,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactSlime_Fake,24776,fake,CArtifactSlime,,EItemType::Artifact,CArtifactSlime,0.65,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactSlug,24865,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.6,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactSlug_Fake,24950,fake,CArtifactSlug,,EItemType::Artifact,CArtifactSlug,0.6,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactEchinus,25036,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactEchinus_Fake,25121,fake,CArtifactEchinus,,EItemType::Artifact,CArtifactEchinus,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactCompass,25207,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.5,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,9,1500.0,3.0,15.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactCompass_Fake,25295,fake,GArtifactCompass,,EItemType::Artifact,GArtifactCompass,0.5,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,9,1500.0,3.0,15.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactKryptonite,25384,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.55,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactKryptonite_Fake,25472,fake,CArtifactKryptonite,,EItemType::Artifact,CArtifactKryptonite,0.55,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactBung,25561,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactBung_Fake,25652,fake,CArtifactBung,,EItemType::Artifact,CArtifactBung,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
EArtifactCrystalGlass,25744,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.45,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Electro,EArtifactType::Electro,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
EArtifactCrystalGlass_Fake,25832,fake,EArtifactCrystalGlass,,EItemType::Artifact,EArtifactCrystalGlass,0.45,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Electro,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactCottonWool,25921,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactCottonWool_Fake,26012,fake,CArtifactCottonWool,,EItemType::Artifact,CArtifactCottonWool,0.3,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactLandSlug,26104,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Gravity,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
GArtifactLandSlug_Fake,26192,fake,GArtifactLandSlug,,EItemType::Artifact,GArtifactLandSlug,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactRosin,26281,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactRosin_Fake,26372,fake,CArtifactRosin,,EItemType::Artifact,CArtifactRosin,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactPlasticine,26464,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactPlasticine_Fake,26555,fake,CArtifactPlasticine,,EItemType::Artifact,CArtifactPlasticine,0.35,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
EArtifactDope,26647,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.5,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Electro,EArtifactType::Electro,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,9,1500.0,3.0,15.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
EArtifactDope_Fake,26735,fake,EArtifactDope,,EItemType::Artifact,EArtifactDope,0.5,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Electro,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,9,1500.0,3.0,15.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactBouncyBall,26824,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
