tab,scope,kind,group,key,target,param,label,minimum,maximum,step,neutral,available,section,tooltip
Weapons,individual,slider,weapon_overrides,GunM10_HG:range,GunM10_HG,range,GunM10_HG  ·  „M10 Gordon“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM10_HG:recoil,GunM10_HG,recoil,GunM10_HG  ·  „M10 Gordon“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM10_HG:spread,GunM10_HG,spread,GunM10_HG  ·  „M10 Gordon“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:adsspeed,GunM16_ST,adsspeed,GunM16_ST  ·  „AR416“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:aimtime,GunM16_ST,aimtime,GunM16_ST  ·  „AR416“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:bleeding,GunM16_ST,bleeding,GunM16_ST  ·  „AR416“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:damage,GunM16_ST,damage,GunM16_ST  ·  „AR416“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:durability,GunM16_ST,durability,GunM16_ST  ·  „AR416“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:firerate,GunM16_ST,firerate,GunM16_ST  ·  „AR416“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:magazine,GunM16_ST,magazine,GunM16_ST  ·  „AR416“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:range,GunM16_ST,range,GunM16_ST  ·  „AR416“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:recoil,GunM16_ST,recoil,GunM16_ST  ·  „AR416“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM16_ST:spread,GunM16_ST,spread,GunM16_ST  ·  „AR416“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:adsspeed,GunM701_SP,adsspeed,GunM701_SP  ·  „M701 Super“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:aimtime,GunM701_SP,aimtime,GunM701_SP  ·  „M701 Super“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:bleeding,GunM701_SP,bleeding,GunM701_SP  ·  „M701 Super“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:damage,GunM701_SP,damage,GunM701_SP  ·  „M701 Super“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:durability,GunM701_SP,durability,GunM701_SP  ·  „M701 Super“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:firerate,GunM701_SP,firerate,GunM701_SP  ·  „M701 Super“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:magazine,GunM701_SP,magazine,GunM701_SP  ·  „M701 Super“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:range,GunM701_SP,range,GunM701_SP  ·  „M701 Super“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:recoil,GunM701_SP,recoil,GunM701_SP  ·  „M701 Super“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM701_SP:spread,GunM701_SP,spread,GunM701_SP  ·  „M701 Super“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:adsspeed,GunM860_SG,adsspeed,GunM860_SG  ·  „M860 Cracker“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:aimtime,GunM860_SG,aimtime,GunM860_SG  ·  „M860 Cracker“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:bleeding,GunM860_SG,bleeding,GunM860_SG  ·  „M860 Cracker“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:damage,GunM860_SG,damage,GunM860_SG  ·  „M860 Cracker“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:durability,GunM860_SG,durability,GunM860_SG  ·  „M860 Cracker“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:firerate,GunM860_SG,firerate,GunM860_SG  ·  „M860 Cracker“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:magazine,GunM860_SG,magazine,GunM860_SG  ·  „M860 Cracker“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:range,GunM860_SG,range,GunM860_SG  ·  „M860 Cracker“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:recoil,GunM860_SG,recoil,GunM860_SG  ·  „M860 Cracker“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunM860_SG:spread,GunM860_SG,spread,GunM860_SG  ·  „M860 Cracker“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:adsspeed,GunMark_SP,adsspeed,GunMark_SP  ·  „Mark I EMR“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:aimtime,GunMark_SP,aimtime,GunMark_SP  ·  „Mark I EMR“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:bleeding,GunMark_SP,bleeding,GunMark_SP  ·  „Mark I EMR“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:damage,GunMark_SP,damage,GunMark_SP  ·  „Mark I EMR“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:durability,GunMark_SP,durability,GunMark_SP  ·  „Mark I EMR“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:firerate,GunMark_SP,firerate,GunMark_SP  ·  „Mark I EMR“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:magazine,GunMark_SP,magazine,GunMark_SP  ·  „Mark I EMR“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:range,GunMark_SP,range,GunMark_SP  ·  „Mark I EMR“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:recoil,GunMark_SP,recoil,GunMark_SP  ·  „Mark I EMR“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunMark_SP:spread,GunMark_SP,spread,GunMark_SP  ·  „Mark I EMR“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:adsspeed,GunNightStalker_HG,adsspeed,GunNightStalker_HG  ·  „Night Stalker“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:aimtime,GunNightStalker_HG,aimtime,GunNightStalker_HG  ·  „Night Stalker“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:bleeding,GunNightStalker_HG,bleeding,GunNightStalker_HG  ·  „Night Stalker“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:damage,GunNightStalker_HG,damage,GunNightStalker_HG  ·  „Night Stalker“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:durability,GunNightStalker_HG,durability,GunNightStalker_HG  ·  „Night Stalker“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:firerate,GunNightStalker_HG,firerate,GunNightStalker_HG  ·  „Night Stalker“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:magazine,GunNightStalker_HG,magazine,GunNightStalker_HG  ·  „Night Stalker“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:range,GunNightStalker_HG,range,GunNightStalker_HG  ·  „Night Stalker“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:recoil,GunNightStalker_HG,recoil,GunNightStalker_HG  ·  „Night Stalker“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunNightStalker_HG:spread,GunNightStalker_HG,spread,GunNightStalker_HG  ·  „Night Stalker“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:adsspeed,GunObrez_SG,adsspeed,GunObrez_SG  ·  „Boomstick“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:aimtime,GunObrez_SG,aimtime,GunObrez_SG  ·  „Boomstick“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:bleeding,GunObrez_SG,bleeding,GunObrez_SG  ·  „Boomstick“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:damage,GunObrez_SG,damage,GunObrez_SG  ·  „Boomstick“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:durability,GunObrez_SG,durability,GunObrez_SG  ·  „Boomstick“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:firerate,GunObrez_SG,firerate,GunObrez_SG  ·  „Boomstick“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:magazine,GunObrez_SG,magazine,GunObrez_SG  ·  „Boomstick“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:range,GunObrez_SG,range,GunObrez_SG  ·  „Boomstick“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:recoil,GunObrez_SG,recoil,GunObrez_SG  ·  „Boomstick“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunObrez_SG:spread,GunObrez_SG,spread,GunObrez_SG  ·  „Boomstick“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:adsspeed,GunPKP_Korshunov_MG_GS,adsspeed,GunPKP_Korshunov_MG_GS  ·  „Beast“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:aimtime,GunPKP_Korshunov_MG_GS,aimtime,GunPKP_Korshunov_MG_GS  ·  „Beast“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:bleeding,GunPKP_Korshunov_MG_GS,bleeding,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:damage,GunPKP_Korshunov_MG_GS,damage,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:durability,GunPKP_Korshunov_MG_GS,durability,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:firerate,GunPKP_Korshunov_MG_GS,firerate,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:magazine,GunPKP_Korshunov_MG_GS,magazine,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:range,GunPKP_Korshunov_MG_GS,range,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:recoil,GunPKP_Korshunov_MG_GS,recoil,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_Korshunov_MG_GS:spread,GunPKP_Korshunov_MG_GS,spread,GunPKP_Korshunov_MG_GS  ·  „Beast“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:adsspeed,GunPKP_MG,adsspeed,GunPKP_MG  ·  „RPM-74“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:aimtime,GunPKP_MG,aimtime,GunPKP_MG  ·  „RPM-74“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:bleeding,GunPKP_MG,bleeding,GunPKP_MG  ·  „RPM-74“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:damage,GunPKP_MG,damage,GunPKP_MG  ·  „RPM-74“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:durability,GunPKP_MG,durability,GunPKP_MG  ·  „RPM-74“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:firerate,GunPKP_MG,firerate,GunPKP_MG  ·  „RPM-74“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:magazine,GunPKP_MG,magazine,GunPKP_MG  ·  „RPM-74“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:range,GunPKP_MG,range,GunPKP_MG  ·  „RPM-74“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:recoil,GunPKP_MG,recoil,GunPKP_MG  ·  „RPM-74“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPKP_MG:spread,GunPKP_MG,spread,GunPKP_MG  ·  „RPM-74“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:adsspeed,GunPM_HG,adsspeed,GunPM_HG  ·  „PTM“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:aimtime,GunPM_HG,aimtime,GunPM_HG  ·  „PTM“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:bleeding,GunPM_HG,bleeding,GunPM_HG  ·  „PTM“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:damage,GunPM_HG,damage,GunPM_HG  ·  „PTM“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:durability,GunPM_HG,durability,GunPM_HG  ·  „PTM“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:firerate,GunPM_HG,firerate,GunPM_HG  ·  „PTM“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:magazine,GunPM_HG,magazine,GunPM_HG  ·  „PTM“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:range,GunPM_HG,range,GunPM_HG  ·  „PTM“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:recoil,GunPM_HG,recoil,GunPM_HG  ·  „PTM“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunPM_HG:spread,GunPM_HG,spread,GunPM_HG  ·  „PTM“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:adsspeed,GunRam2_SG,adsspeed,GunRam2_SG  ·  „Ram-2“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:aimtime,GunRam2_SG,aimtime,GunRam2_SG  ·  „Ram-2“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:bleeding,GunRam2_SG,bleeding,GunRam2_SG  ·  „Ram-2“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:damage,GunRam2_SG,damage,GunRam2_SG  ·  „Ram-2“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:durability,GunRam2_SG,durability,GunRam2_SG  ·  „Ram-2“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:firerate,GunRam2_SG,firerate,GunRam2_SG  ·  „Ram-2“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:magazine,GunRam2_SG,magazine,GunRam2_SG  ·  „Ram-2“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:range,GunRam2_SG,range,GunRam2_SG  ·  „Ram-2“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:recoil,GunRam2_SG,recoil,GunRam2_SG  ·  „Ram-2“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRam2_SG:spread,GunRam2_SG,spread,GunRam2_SG  ·  „Ram-2“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:adsspeed,GunRhino_HG,adsspeed,GunRhino_HG  ·  „Rhino“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:aimtime,GunRhino_HG,aimtime,GunRhino_HG  ·  „Rhino“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:bleeding,GunRhino_HG,bleeding,GunRhino_HG  ·  „Rhino“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:damage,GunRhino_HG,damage,GunRhino_HG  ·  „Rhino“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:durability,GunRhino_HG,durability,GunRhino_HG  ·  „Rhino“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:firerate,GunRhino_HG,firerate,GunRhino_HG  ·  „Rhino“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:magazine,GunRhino_HG,magazine,GunRhino_HG  ·  „Rhino“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:range,GunRhino_HG,range,GunRhino_HG  ·  „Rhino“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:recoil,GunRhino_HG,recoil,GunRhino_HG  ·  „Rhino“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRhino_HG:spread,GunRhino_HG,spread,GunRhino_HG  ·  „Rhino“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:adsspeed,GunRpg7_GL,adsspeed,GunRpg7_GL  ·  „RPG-7U“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:aimtime,GunRpg7_GL,aimtime,GunRpg7_GL  ·  „RPG-7U“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:bleeding,GunRpg7_GL,bleeding,GunRpg7_GL  ·  „RPG-7U“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:damage,GunRpg7_GL,damage,GunRpg7_GL  ·  „RPG-7U“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:durability,GunRpg7_GL,durability,GunRpg7_GL  ·  „RPG-7U“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:firerate,GunRpg7_GL,firerate,GunRpg7_GL  ·  „RPG-7U“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:magazine,GunRpg7_GL,magazine,GunRpg7_GL  ·  „RPG-7U“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:range,GunRpg7_GL,range,GunRpg7_GL  ·  „RPG-7U“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:recoil,GunRpg7_GL,recoil,GunRpg7_GL  ·  „RPG-7U“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunRpg7_GL:spread,GunRpg7_GL,spread,GunRpg7_GL  ·  „RPG-7U“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:adsspeed,GunSKP_DMR_GS,adsspeed,GunSKP_DMR_GS  ·  „SKP“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:aimtime,GunSKP_DMR_GS,aimtime,GunSKP_DMR_GS  ·  „SKP“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:bleeding,GunSKP_DMR_GS,bleeding,GunSKP_DMR_GS  ·  „SKP“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:damage,GunSKP_DMR_GS,damage,GunSKP_DMR_GS  ·  „SKP“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:durability,GunSKP_DMR_GS,durability,GunSKP_DMR_GS  ·  „SKP“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:firerate,GunSKP_DMR_GS,firerate,GunSKP_DMR_GS  ·  „SKP“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:magazine,GunSKP_DMR_GS,magazine,GunSKP_DMR_GS  ·  „SKP“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:range,GunSKP_DMR_GS,range,GunSKP_DMR_GS  ·  „SKP“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:recoil,GunSKP_DMR_GS,recoil,GunSKP_DMR_GS  ·  „SKP“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSKP_DMR_GS:spread,GunSKP_DMR_GS,spread,GunSKP_DMR_GS  ·  „SKP“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:adsspeed,GunSPSA_SG,adsspeed,GunSPSA_SG  ·  „SPSA-14“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:aimtime,GunSPSA_SG,aimtime,GunSPSA_SG  ·  „SPSA-14“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:bleeding,GunSPSA_SG,bleeding,GunSPSA_SG  ·  „SPSA-14“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:damage,GunSPSA_SG,damage,GunSPSA_SG  ·  „SPSA-14“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:durability,GunSPSA_SG,durability,GunSPSA_SG  ·  „SPSA-14“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:firerate,GunSPSA_SG,firerate,GunSPSA_SG  ·  „SPSA-14“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:magazine,GunSPSA_SG,magazine,GunSPSA_SG  ·  „SPSA-14“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:range,GunSPSA_SG,range,GunSPSA_SG  ·  „SPSA-14“ / Effective range,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:recoil,GunSPSA_SG,recoil,GunSPSA_SG  ·  „SPSA-14“ / Recoil,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSPSA_SG:spread,GunSPSA_SG,spread,GunSPSA_SG  ·  „SPSA-14“ / Spread,0.1,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:adsspeed,GunSVDM_SP,adsspeed,GunSVDM_SP  ·  „SVDM-2“ / ADS move speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:aimtime,GunSVDM_SP,aimtime,GunSVDM_SP  ·  „SVDM-2“ / ADS aim-in speed,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:bleeding,GunSVDM_SP,bleeding,GunSVDM_SP  ·  „SVDM-2“ / Bleeding,0.1,5.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:damage,GunSVDM_SP,damage,GunSVDM_SP  ·  „SVDM-2“ / Damage,0.1,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:durability,GunSVDM_SP,durability,GunSVDM_SP  ·  „SVDM-2“ / Durability,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:firerate,GunSVDM_SP,firerate,GunSVDM_SP  ·  „SVDM-2“ / Fire rate,0.25,4.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:magazine,GunSVDM_SP,magazine,GunSVDM_SP  ·  „SVDM-2“ / Magazine size,0.25,10.0,0.1,1,True,,
Weapons,individual,slider,weapon_overrides,GunSVDM_SP:range,GunSVDM_SP,range,GunSVDM_SP  ·  „SVDM-2“ / Effective range,0.25,4.0,0.1,1,True,,
