sid,line,attrs,UseListOfArtifacts,SingleArtifactSpawner,rank,Count,Radius,MinCooldown,MaxCooldown,SpawnChanceBase,SpawnChanceBonus,RarityChance.Common,RarityChance.Uncommon,RarityChance.Rare,RarityChance.Epic
SplitStoneArtifactSpawner,3309,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlaneArtifactSpawner,3378,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlaneArtifactSpawner,3378,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlaneArtifactSpawner,3378,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlaneArtifactSpawner,3378,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
TrunkArtifactSpawner,3447,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
TrunkArtifactSpawner,3447,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
TrunkArtifactSpawner,3447,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
TrunkArtifactSpawner,3447,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LandSlugArtifactSpawner,3516,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LandSlugArtifactSpawner,3516,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LandSlugArtifactSpawner,3516,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LandSlugArtifactSpawner,3516,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
NightStarArtifactSpawner,3585,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
NightStarArtifactSpawner,3585,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
NightStarArtifactSpawner,3585,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
NightStarArtifactSpawner,3585,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GoldFishArtifactSpawner,3654,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GoldFishArtifactSpawner,3654,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GoldFishArtifactSpawner,3654,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GoldFishArtifactSpawner,3654,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CompassArtifactSpawner,3723,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CompassArtifactSpawner,3723,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CompassArtifactSpawner,3723,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CompassArtifactSpawner,3723,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CottonWoolArtifactSpawner,3792,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CottonWoolArtifactSpawner,3792,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CottonWoolArtifactSpawner,3792,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CottonWoolArtifactSpawner,3792,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LiquidStoneArtifactSpawner,3861,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LiquidStoneArtifactSpawner,3861,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LiquidStoneArtifactSpawner,3861,refkey=Empty,true,false,Veteran,1,0.0,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
LiquidStoneArtifactSpawner,3861,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
RosinArtifactSpawner,3930,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
RosinArtifactSpawner,3930,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
RosinArtifactSpawner,3930,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
RosinArtifactSpawner,3930,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
KryptoniteArtifactSpawner,3999,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
KryptoniteArtifactSpawner,3999,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
KryptoniteArtifactSpawner,3999,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
KryptoniteArtifactSpawner,3999,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
EchinusArtifactSpawner,4068,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
EchinusArtifactSpawner,4068,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
EchinusArtifactSpawner,4068,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
EchinusArtifactSpawner,4068,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlasticineArtifactSpawner,4137,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlasticineArtifactSpawner,4137,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlasticineArtifactSpawner,4137,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PlasticineArtifactSpawner,4137,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BouncyBallArtifactSpawner,4206,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BouncyBallArtifactSpawner,4206,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.0,0.0,0.f,0.f
BouncyBallArtifactSpawner,4206,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BouncyBallArtifactSpawner,4206,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BungArtifactSpawner,4275,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BungArtifactSpawner,4275,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BungArtifactSpawner,4275,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BungArtifactSpawner,4275,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BubbleArtifactSpawner,4344,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BubbleArtifactSpawner,4344,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BubbleArtifactSpawner,4344,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BubbleArtifactSpawner,4344,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlugArtifactSpawner,4413,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlugArtifactSpawner,4413,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlugArtifactSpawner,4413,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlugArtifactSpawner,4413,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlimeArtifactSpawner,4482,refkey=Empty,true,false,Newbie,1,0.0,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlimeArtifactSpawner,4482,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlimeArtifactSpawner,4482,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
SlimeArtifactSpawner,4482,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
MicaArtifactSpawner,4551,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
MicaArtifactSpawner,4551,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
MicaArtifactSpawner,4551,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
MicaArtifactSpawner,4551,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
DevilsMushroomArtifactSpawner,4620,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
DevilsMushroomArtifactSpawner,4620,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
DevilsMushroomArtifactSpawner,4620,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
DevilsMushroomArtifactSpawner,4620,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CrystalThornArtifactSpawner,4689,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CrystalThornArtifactSpawner,4689,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CrystalThornArtifactSpawner,4689,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
CrystalThornArtifactSpawner,4689,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BunArtifactSpawner,4758,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BunArtifactSpawner,4758,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BunArtifactSpawner,4758,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BunArtifactSpawner,4758,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ThornArtifactSpawner,4827,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ThornArtifactSpawner,4827,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ThornArtifactSpawner,4827,refkey=Empty,true,false,Veteran,1,0.0,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ThornArtifactSpawner,4827,refkey=Empty,true,false,Master,1,0.0,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
PellicleArtifactSpawner,4896,refkey=Empty,true,false,Newbie,1,0.0,3.0,15.0,40.0,5.0,0.0,0.0,0.0,0.0
PellicleArtifactSpawner,4896,refkey=Empty,true,false,Experienced,1,0.0,3.0,15.0,40.0,5.0,0.0,0.0,0.0,0.0
PellicleArtifactSpawner,4896,refkey=Empty,true,false,Veteran,1,0.0,3.0,15.0,40.0,5.0,0.0,0.0,0.0,0.0
PellicleArtifactSpawner,4896,refkey=Empty,true,false,Master,1,0.0,3.0,15.0,40.0,5.0,0.0,0.0,0.0,0.0
BrainArtifactSpawner,4965,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BrainArtifactSpawner,4965,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BrainArtifactSpawner,4965,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
BrainArtifactSpawner,4965,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ScraperArtifactSpawner,5034,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ScraperArtifactSpawner,5034,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ScraperArtifactSpawner,5034,refkey=Empty,true,false,Veteran,1,0.0,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ScraperArtifactSpawner,5034,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawner,5103,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawner,5103,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawner,5103,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawner,5103,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
FireArtifactSpawner,5188,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
FireArtifactSpawner,5188,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
FireArtifactSpawner,5188,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
FireArtifactSpawner,5188,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GravityArtifactSpawner,5272,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GravityArtifactSpawner,5272,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GravityArtifactSpawner,5272,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
GravityArtifactSpawner,5272,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawner,5357,refkey=Empty,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawner,5357,refkey=Empty,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawner,5357,refkey=Empty,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawner,5357,refkey=Empty,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawnerDemo,5443,refkey=Empty,true,false,Newbie,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawnerDemo,5443,refkey=Empty,true,false,Experienced,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawnerDemo,5443,refkey=Empty,true,false,Veteran,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
ElectroArtifactSpawnerDemo,5443,refkey=Empty,true,false,Master,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
FireArtifactSpawnerDemo,5513,refkey=Empty,true,false,Newbie,1,0.0,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
FireArtifactSpawnerDemo,5513,refkey=Empty,true,false,Experienced,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
FireArtifactSpawnerDemo,5513,refkey=Empty,true,false,Veteran,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
FireArtifactSpawnerDemo,5513,refkey=Empty,true,false,Master,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
GravityArtifactSpawnerDemo,5589,refkey=Empty,true,false,Newbie,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
GravityArtifactSpawnerDemo,5589,refkey=Empty,true,false,Experienced,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
GravityArtifactSpawnerDemo,5589,refkey=Empty,true,false,Veteran,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
GravityArtifactSpawnerDemo,5589,refkey=Empty,true,false,Master,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawnerDemo,5660,refkey=Empty,true,false,Newbie,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawnerDemo,5660,refkey=Empty,true,false,Experienced,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawnerDemo,5660,refkey=Empty,true,false,Veteran,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
ChemicalArtifactSpawnerDemo,5660,refkey=Empty,true,false,Master,1,0.f,60.0,120.0,50.0,50.0,0.f,0.f,0.f,0.f
WeirdBallArtifactSpawner,5732,refkey=Empty,true,true,Newbie,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdBallArtifactSpawner,5732,refkey=Empty,true,true,Experienced,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdBallArtifactSpawner,5732,refkey=Empty,true,true,Veteran,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdBallArtifactSpawner,5732,refkey=Empty,true,true,Master,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
SQ13_SoulArtifactSpawner,5801,refkey=Empty,true,false,Newbie,1,0.f,0.0,0.0,100.0,0.0,0.f,0.f,0.f,0.f
SQ13_SoulArtifactSpawner,5801,refkey=Empty,true,false,Experienced,1,0.f,0.0,0.0,100.0,0.0,0.f,0.f,0.f,0.f
SQ13_SoulArtifactSpawner,5801,refkey=Empty,true,false,Veteran,1,0.f,0.0,0.0,100.0,0.0,0.f,0.f,0.f,0.f
SQ13_SoulArtifactSpawner,5801,refkey=Empty,true,false,Master,1,0.0,0.0,0.0,100.0,0.0,0.f,0.f,0.f,0.f
WeirdWaterArtifactSpawner,5870,refkey=Empty,true,true,Newbie,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdWaterArtifactSpawner,5870,refkey=Empty,true,true,Experienced,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdWaterArtifactSpawner,5870,refkey=Empty,true,true,Veteran,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdWaterArtifactSpawner,5870,refkey=Empty,true,true,Master,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdFlowerArtifactSpawner,5939,refkey=Empty,true,true,Newbie,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdFlowerArtifactSpawner,5939,refkey=Empty,true,true,Experienced,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdFlowerArtifactSpawner,5939,refkey=Empty,true,true,Veteran,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdFlowerArtifactSpawner,5939,refkey=Empty,true,true,Master,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdBoltArtifactSpawner,6008,refkey=Empty,true,true,Newbie,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdBoltArtifactSpawner,6008,refkey=Empty,true,true,Experienced,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdBoltArtifactSpawner,6008,refkey=Empty,true,true,Veteran,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdBoltArtifactSpawner,6008,refkey=Empty,true,true,Master,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdNutArtifactSpawner,6077,refkey=Empty,true,true,Newbie,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdNutArtifactSpawner,6077,refkey=Empty,true,true,Experienced,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdNutArtifactSpawner,6077,refkey=Empty,true,true,Veteran,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdNutArtifactSpawner,6077,refkey=Empty,true,true,Master,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdKettleArtifactSpawner,6146,refkey=Empty,true,true,Newbie,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdKettleArtifactSpawner,6146,refkey=Empty,true,true,Experienced,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdKettleArtifactSpawner,6146,refkey=Empty,true,true,Veteran,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
WeirdKettleArtifactSpawner,6146,refkey=Empty,true,true,Master,1,0.f,0.f,0.f,100.0,50.0,0.f,0.f,0.f,0.f
QuestSlugArtifactSpawner,6215,refkey=Empty,true,false,Newbie,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
QuestSlugArtifactSpawner,6215,refkey=Empty,true,false,Experienced,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
QuestSlugArtifactSpawner,6215,refkey=Empty,true,false,Veteran,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
QuestSlugArtifactSpawner,6215,refkey=Empty,true,false,Master,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
QuestChemicalNoKryptoniteArtifactSpawner,6284,refkey=ChemicalArtifactSpawner,true,false,Newbie,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
QuestChemicalNoKryptoniteArtifactSpawner,6284,refkey=ChemicalArtifactSpawner,true,false,Experienced,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
QuestChemicalNoKryptoniteArtifactSpawner,6284,refkey=ChemicalArtifactSpawner,true,false,Veteran,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
QuestChemicalNoKryptoniteArtifactSpawner,6284,refkey=ChemicalArtifactSpawner,true,false,Master,1,0.f,3.0,15.0,40.0,5.0,0.f,0.f,0.f,0.f
QuestKryptoniteArtifactSpawner,6370,refkey=QuestSlugArtifactSpawner,true,false,Newbie,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
QuestKryptoniteArtifactSpawner,6370,refkey=QuestSlugArtifactSpawner,true,false,Experienced,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
QuestKryptoniteArtifactSpawner,6370,refkey=QuestSlugArtifactSpawner,true,false,Veteran,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
QuestKryptoniteArtifactSpawner,6370,refkey=QuestSlugArtifactSpawner,true,false,Master,1,0.f,0.f,0.f,40.0,5.0,0.f,0.f,0.f,0.f
LesserZoneMagneticShortDistance,6439,refkey=UniversalArtifactSpawner,false,false,Newbie,1,800.f,5400.f,5400.f,25.f,15.f,80.f,20.f,0.f,0.f
LesserZoneMagneticShortDistance,6439,refkey=UniversalArtifactSpawner,false,false,Experienced,1,800.f,5400.f,5400.f,25.f,15.f,50.f,48.f,1.9f,0.1f
LesserZoneMagneticShortDistance,6439,refkey=UniversalArtifactSpawner,false,false,Veteran,1,800.f,5400.f,5400.f,25.f,15.f,30.f,59.f,10.f,1.f
LesserZoneMagneticShortDistance,6439,refkey=UniversalArtifactSpawner,false,false,Master,1,800.f,5400.f,5400.f,25.f,15.f,10.f,65.f,20.f,5.f
ArtifactSpawnerBase,6506,refurl=../ArtifactSpawnerPrototypes.cfg;refkey=Empty,false,false,Newbie,0,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f
ArtifactSpawnerBase,6506,refurl=../ArtifactSpawnerPrototypes.cfg;refkey=Empty,false,false,Experienced,0,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f
ArtifactSpawnerBase,6506,refurl=../ArtifactSpawnerPrototypes.cfg;refkey=Empty,false,false,Veteran,0,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f
ArtifactSpawnerBase,6506,refurl=../ArtifactSpawnerPrototypes.cfg;refkey=Empty,false,false,Master,0,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f,0.f
QuestChunkMeatArtifactSpawner,6573,refkey=ArtifactSpawnerBase,true,false,Newbie,1,0.f,0,0,40.f,5.f,0.f,0.f,0.f,0.f
QuestChunkMeatArtifactSpawner,6573,refkey=ArtifactSpawnerBase,true,false,Experienced,1,0.f,0,0,40.f,5.f,0.f,0.f,0.f,0.f
QuestChunkMeatArtifactSpawner,6573,refkey=ArtifactSpawnerBase,true,false,Veteran,1,0.f,0,0,40.f,5.f,0.f,0.f,0.f,0.f
QuestChunkMeatArtifactSpawner,6573,refkey=ArtifactSpawnerBase,true,false,Master,1,0.f,0,0,40.f,5.f,0.f,0.f,0.f,0.f
QuestFlashArtifactSpawner,6642,refkey=ArtifactSpawnerBase,true,false,Newbie,1,0.f,0,0,40.0,5.0,0.f,0.f,0.f,0.f
QuestFlashArtifactSpawner,6642,refkey=ArtifactSpawnerBase,true,false,Experienced,1,0.f,0,0,40.0,5.0,0.f,0.f,0.f,0.f
QuestFlashArtifactSpawner,6642,refkey=ArtifactSpawnerBase,true,false,Veteran,1,0.f,0,0,40.0,5.0,0.f,0.f,0.f,0.f
QuestFlashArtifactSpawner,6642,refkey=ArtifactSpawnerBase,true,false,Master,1,0.f,0,0,40.0,5.0,0.f,0.f,0.f,0.f
